"name","calories","protein","fat","price","spicy","type","taste","tags","position"
"铁板烧汁羊肉饭","710","25","24","18元","不辣","铁板饭","酱香;滋味","中餐;主食;荤菜;高蛋白;高脂;高热量","风味餐厅二楼"
"奥尔良鸡排饭","640","23","20","15元","不辣","铁板饭","奥尔良味;甜香","中餐;主食;荤菜;炸鸡;高蛋白;高脂","风味餐厅二楼"
"脆皮鸡排饭","690","22","26","15元","不辣","铁板饭","咸鲜;酥脆","中餐;主食;荤菜;脆皮鸡饭;炸鸡;高蛋白;高脂;高热量","风味餐厅二楼"
"照烧鸡腿饭","660","25","18","16元","不辣","铁板饭","照烧味;咸甜","中餐;主食;荤菜;高蛋白;高热量","风味餐厅二楼"
"照烧猪扒饭","720","23","25","18元","不辣","铁板饭","照烧味;咸甜","中餐;主食;荤菜;扒饭;高蛋白;高脂;高热量","风味餐厅二楼"
"干炒牛河(蛋)","540","12","16","12元","不辣","主食","咸鲜;豉香","中餐;主食","风味餐厅二楼"
"干炒牛河(肉)","620","18","21","14元","不辣","主食","咸鲜;豉香","中餐;主食;荤菜;高脂","风味餐厅二楼"
"炒饼(蛋炒)","560","13","18","12元","不辣","主食","咸鲜;家常","中餐;主食","风味餐厅二楼"
"炒饼(肉)","640","19","23","14元","不辣","主食","咸鲜;家常","中餐;主食;荤菜;高脂","风味餐厅二楼"
"培根(炒饼)","660","16","26","14元","不辣","主食","咸鲜;烟熏","中餐;主食;荤菜;高脂;高热量","风味餐厅二楼"
"培根(炒河粉)","640","15","24","14元","不辣","主食","咸鲜;烟熏","中餐;主食;荤菜;高脂","风味餐厅二楼"
"火腿(炒饼)","610","14","20","14元","不辣","主食","咸鲜","中餐;主食;荤菜;高脂","风味餐厅二楼"
"火腿(炒河粉)","590","13","18","14元","不辣","主食","咸鲜","中餐;主食;荤菜","风味餐厅二楼"
"芝麻酱拌面","480","12","16","9元","不辣","面食","麻酱香;咸鲜","中餐;面食;面条;拌面","风味餐厅二楼"
"骨汤面(大份)","510","14","12","9元","不辣","面食","咸鲜;骨香","中餐;汤品;面食;面条;汤面;汤粥","风味餐厅二楼"
"骨汤面(小份)","360","10","8","6元","不辣","面食","咸鲜;骨香","中餐;汤品;面食;面条;汤面;汤粥","风味餐厅二楼"
"重庆小面(大份)","490","11","15","9元","中辣","面食","麻辣;鲜香","中餐;面食;面条","风味餐厅二楼"
"重庆小面(小份)","340","8","10","6元","中辣","面食","麻辣;鲜香","中餐;面食;面条","风味餐厅二楼"
"臊子面(大份)","580","16","18","12元","微辣","面食","酸辣;咸鲜","中餐;面食;面条","风味餐厅二楼"
"臊子面(小份)","420","11","13","9元","微辣","面食","酸辣;咸鲜","中餐;面食;面条","风味餐厅二楼"
"碗杂肉酱小面(大份)","610","18","21","12元","中辣","面食","麻辣;酱香","中餐;面食;荤菜;面条;高脂","风味餐厅二楼"
"碗杂肉酱小面(小份)","440","13","15","9元","中辣","面食","麻辣;酱香","中餐;面食;荤菜;面条","风味餐厅二楼"
"笋尖小面","420","11","12","12元","自选","面食","咸鲜;脆嫩","中餐;面食;素菜;面条","风味餐厅二楼"
"油泼面(拌)","560","12","22","12元","中辣","面食","香辣;蒜香","中餐;面食;面条;高脂","风味餐厅二楼"
"鸡块小面","530","19","16","12元","自选","面食","咸鲜;鲜美","中餐;面食;小吃;荤菜;面条;炸鸡","风味餐厅二楼"
"三鲜骨汤小面","460","14","11","12元","自选","面食","清淡;鲜美","中餐;汤品;面食;面条;汤粥","风味餐厅二楼"
"叙府燃面(拌)","580","14","24","13元","中辣","面食","麻辣;油香","中餐;面食;面条;高脂","风味餐厅二楼"
"排骨面","590","22","20","15元","自选","面食","咸鲜;排骨香","中餐;面食;荤菜;面条;高蛋白;高脂","风味餐厅二楼"
"牛肉小面","560","21","16","15元","自选","面食","酱香;咸鲜","中餐;面食;荤菜;面条;高蛋白","风味餐厅二楼"
"肥肠小面","620","16","26","15元","自选","面食","肥鲜;浓郁","中餐;面食;荤菜;面条;高脂","风味餐厅二楼"
"羊肚尖面","510","20","12","16元","不辣","面食","咸鲜;脆嫩","中餐;面食;面条;高蛋白","风味餐厅二楼"
"肥牛面","580","22","19","17元","不辣","面食","鲜美;浓郁","中餐;面食;荤菜;面条;高蛋白","风味餐厅二楼"
"芝麻酱拌米粉","460","9","15","9元","不辣","米粉","麻酱香","中餐;米粉","风味餐厅二楼"
"原味米粉(大份)","440","10","6","9元","不辣","米粉","清淡;咸鲜","中餐;米粉;炒粉","风味餐厅二楼"
"原味米粉(小份)","310","7","4","6元","不辣","米粉","清淡;咸鲜","中餐;米粉;炒粉","风味餐厅二楼"
"酸辣米粉(大份)","460","10","10","9元","中辣","米粉","酸辣","中餐;米粉;炒粉","风味餐厅二楼"
"酸辣米粉(小份)","320","7","7","6元","中辣","米粉","酸辣","中餐;米粉;炒粉","风味餐厅二楼"
"笋尖米粉","400","9","9","12元","不辣","米粉","咸鲜;脆嫩","中餐;米粉;素菜","风味餐厅二楼"
"三鲜米粉","410","11","8","12元","不辣","米粉","清淡;鲜美","中餐;米粉","风味餐厅二楼"
"鸡块米粉(大份)","510","18","13","12元","不辣","米粉","鲜美","中餐;米粉;小吃;荤菜;炒粉;炸鸡","风味餐厅二楼"
"鸡块米粉(小份)","370","13","9","9元","不辣","米粉","鲜美","中餐;米粉;小吃;荤菜;炒粉;炸鸡","风味餐厅二楼"
"排骨米粉","540","20","16","15元","不辣","米粉","咸鲜","中餐;米粉;荤菜;高蛋白","风味餐厅二楼"
"秘汁肉酱米粉(大份)","560","15","18","12元","不辣","米粉","酱香;浓郁","中餐;米粉;荤菜;炒粉","风味餐厅二楼"
"秘汁肉酱米粉(小份)","400","11","13","9元","不辣","米粉","酱香;浓郁","中餐;米粉;荤菜;炒粉","风味餐厅二楼"
"牛肉米粉","510","19","13","15元","不辣","米粉","咸鲜","中餐;米粉;荤菜","风味餐厅二楼"
"肥肠米粉","570","14","22","15元","不辣","米粉","肥鲜","中餐;米粉;荤菜;高脂","风味餐厅二楼"
"肥牛米粉","530","20","15","17元","不辣","米粉","鲜美","中餐;米粉;荤菜;高蛋白","风味餐厅二楼"
"羊肚米粉","460","18","9","16元","不辣","米粉","咸鲜;脆嫩","中餐;米粉","风味餐厅二楼"
"卤蛋","80","7","5.5","2元","不辣","加料","五香","中餐;小吃;蛋类;加料;低热量","风味餐厅二楼"
"烤肠","160","6","13","2元","不辣","加料","咸鲜","中餐;小吃;加料;低热量","风味餐厅二楼"
"豆干","90","8","4.5","2元","不辣","加料","咸鲜","中餐;小吃;加料;低热量","风味餐厅二楼"
"笋尖","35","1.5","0.2","3元","不辣","加料","清咸","中餐;小吃;素菜;加料;低热量","风味餐厅二楼"
"鸡块","120","8","8","4元","不辣","加料","咸鲜","中餐;小吃;荤菜;炸鸡;加料;低热量","风味餐厅二楼"
"牛肉","110","14","5","6元","不辣","加料","咸鲜","中餐;小吃;荤菜;加料;低热量","风味餐厅二楼"
"肉沫酸菜面","450","15","12","13元","微辣","面食","酸辣咸鲜","中餐;面食;荤菜;素菜;面条","风味餐厅二楼"
"肥肠小面","520","18","22","16元","中辣","面食","麻辣浓郁","中餐;面食;荤菜;面条;高脂","风味餐厅二楼"
"大骨鲜肉粉","480","22","14","13元","不辣","米粉","鲜美清炖","中餐;米粉;荤菜;高蛋白","风味餐厅二楼"
"大骨鲜肉面","510","24","15","13元","不辣","面食","鲜美清炖","中餐;面食;荤菜;面条;高蛋白","风味餐厅二楼"
"米粉","320","6","2","9元","不辣","米粉","清淡","中餐;米粉","风味餐厅二楼"
"碗杂肉酱面","580","22","20","13元","微辣","面食","酱香浓郁","中餐;面食;荤菜;面条;高蛋白;高脂","风味餐厅二楼"
"武汉肉酱热干面","620","20","25","13元","微辣","面食","芝麻酱香","中餐;面食;荤菜;面条;拌面;高蛋白;高脂","风味餐厅二楼"
"称重自助餐","250","12","14","19.8元/斤","是","荤素搭配","酱香咸鲜","中餐;自选;荤菜;素菜","风味餐厅三楼"
"金汤鱼片","280","22","12","16元","是","荤菜","酸辣鲜香","中餐;汤品;荤菜;素菜;汤粥;高蛋白","风味餐厅三楼"
"番茄鱼片","240","22","6","16元","否","荤菜","酸甜鲜美","中餐;荤菜;素菜;高蛋白","风味餐厅三楼"
"酸菜鱼片","260","21","10","16元","是","荤菜","酸辣开胃","中餐;荤菜;素菜;高蛋白","风味餐厅三楼"
"麻辣鱼片","310","21","16","16元","是","荤菜","麻辣浓郁","中餐;荤菜;素菜;高蛋白","风味餐厅三楼"
"麻辣涮肉","420","18","32","16元","是","荤菜","麻辣鲜香","中餐;荤菜;素菜;火锅;高脂","风味餐厅三楼"
"金汤涮肉","380","19","26","16元","是","荤菜","酸辣浓郁","中餐;汤品;荤菜;素菜;汤粥;火锅;高脂","风味餐厅三楼"
"酸菜涮肉","360","19","24","16元","是","荤菜","酸辣爽口","中餐;荤菜;素菜;火锅;高脂","风味餐厅三楼"
"航语佳烤盘饭（烧烤味）","450","18","16","9.9元/三两起","否","荤素搭配","烧烤风味","中餐;主食;自选;荤菜;素菜","风味餐厅三楼"
"航语佳烤盘饭（香辣味）","460","18","18","9.9元/三两起","是","荤素搭配","香辣浓郁","中餐;主食;自选;荤菜;素菜","风味餐厅三楼"
"航语佳烤盘饭（椒麻味）","455","18","17","9.9元/三两起","是","荤素搭配","椒麻鲜香","中餐;主食;自选;荤菜;素菜","风味餐厅三楼"
"航语佳烤盘饭（酱香味）","440","18","15","9.9元/三带起","否","荤素搭配","酱香咸甜","中餐;主食;自选;荤菜;素菜","风味餐厅三楼"
"航语佳烤盘饭（荔枝味）","435","18","14","9.9元/三两起","否","荤素搭配","荔枝甜酸","中餐;饮品;主食;自选;果茶;普通能量","风味餐厅三楼"
"招牌白斩鸡饭","520","28","14","16元/份","否","荤素搭配","鲜嫩清淡","中餐;主食;自选;荤菜;素菜;高蛋白","风味餐厅三楼"
"海南烧鸡饭","550","26","18","16元/份","否","荤素搭配","皮脆咸香","中餐;主食;自选;荤菜;素菜;高蛋白","风味餐厅三楼"
"柠檬鸡饭","540","25","15","16元/份","否","荤素搭配","酸甜开胃","中餐;主食;自选;荤菜;素菜;高蛋白","风味餐厅三楼"
"金牌烤肉饭","620","22","24","15元/份","否","荤素搭配","酱香浓郁","中餐;主食;自选;荤菜;素菜;烤肉饭;高蛋白;高脂","风味餐厅三楼"
"新式口水鸡饭","560","27","19","16元/份","是","荤素搭配","麻辣鲜香","中餐;主食;自选;荤菜;素菜;高蛋白","风味餐厅三楼"
"蜜汁豆腐饭","420","15","10","13元/份","否","荤素搭配","蜜汁甜香","中餐;主食;自选;荤菜;素菜","风味餐厅三楼"
"黑椒鸭腿饭","580","24","22","14元/份","是","荤素搭配","黑椒浓郁","中餐;主食;自选;荤菜;素菜;高蛋白;高脂","风味餐厅三楼"
"香烤上腿饭","590","26","20","16元/份","否","荤素搭配","咸香焦脆","中餐;主食;自选;荤菜;素菜;高蛋白;高脂","风味餐厅三楼"
"沙拉鸡饭","560","23","18","16元/份","否","荤素搭配","沙拉甜润","中餐;主食;自选;荤菜;素菜;高蛋白","风味餐厅三楼"
"黑椒猪扒饭","610","25","23","18元/份","是","荤素搭配","黑椒辛辣","中餐;主食;自选;荤菜;素菜;扒饭;高蛋白;高脂","风味餐厅三楼"
"鸡排豆腐饭","530","20","16","17元/份","否","荤素搭配","咸鲜入味","中餐;主食;自选;荤菜;素菜;炸鸡;高蛋白","风味餐厅三楼"
"白斩鸡肉（单点）","220","24","10","11元/份","否","荤菜","鲜嫩原味","中餐;小吃;荤菜;素菜;加料;高蛋白;低热量","风味餐厅三楼"
"口水鸡肉（单点）","260","23","15","11元/份","是","荤菜","麻辣鲜美","中餐;小吃;荤菜;素菜;加料;高蛋白","风味餐厅三楼"
"烧鸡肉（单点）","250","22","14","12元/份","否","荤菜","咸香油润","中餐;小吃;荤菜;素菜;加料;高蛋白","风味餐厅三楼"
"鸡排（单点）","280","18","16","11元/份","否","荤菜","焦脆可口","中餐;小吃;荤菜;素菜;炸鸡;加料","风味餐厅三楼"
"上腿肉（单点）","270","21","17","10元/份","否","荤菜","滑嫩多汁","中餐;小吃;荤菜;素菜;加料;高蛋白","风味餐厅三楼"
"烤肉（单点）","310","18","22","11元/份","否","荤菜","酱香四溢","中餐;小吃;荤菜;素菜;加料;高脂","风味餐厅三楼"
"蜜汁豆腐","160","10","6","9元/份","否","素菜","甜咸适口","中餐;素菜;低热量","风味餐厅三楼"
"卤猪脚饭","680","28","38","18元","否","荤素搭配","卤香浓郁","中餐;主食;自选;荤菜;素菜;高蛋白;高脂;高热量","风味餐厅三楼"
"卤金牌肘子饭","650","26","35","18元","否","荤素搭配","肥而不腻","中餐;主食;自选;荤菜;素菜;高蛋白;高脂;高热量","风味餐厅三楼"
"鲜笋烧鸭饭","560","22","24","15元","否","荤素搭配","咸鲜爽脆","中餐;主食;自选;荤菜;素菜;高蛋白;高脂","风味餐厅三楼"
"手撕鸡饭","510","28","12","16元","否","荤素搭配","皮脆肉嫩","中餐;主食;自选;荤菜;素菜;高蛋白","风味餐厅三楼"
"乡炒肉饭","580","20","26","15元","是","荤素搭配","香辣咸鲜","中餐;主食;自选;荤菜;素菜;高蛋白;高脂","风味餐厅三楼"
"肉沫下饭菜","490","16","22","13元","是","荤素搭配","酸辣入味","中餐;主食;自选;荤菜;素菜;高脂","风味餐厅三楼"
"尖椒肉丝饭","530","22","20","14元","是","荤素搭配","劲辣干香","中餐;主食;自选;荤菜;素菜;高蛋白;高脂","风味餐厅三楼"
"川味水煮肉片饭","620","24","28","15元","是","荤素搭配","麻辣鲜烫","中餐;主食;自选;荤菜;素菜;高蛋白;高脂","风味餐厅三楼"
"美美可乐鸡饭","540","23","14","15元","否","荤素搭配","甜咸交织","中餐;饮品;主食;自选;饮料;高蛋白;普通能量","风味餐厅三楼"
"孜然鸡丁饭","520","24","15","15元","否","荤素搭配","孜然浓郁","中餐;主食;自选;荤菜;素菜;高蛋白","风味餐厅三楼"
"老干妈回锅肉饭","660","20","38","15元","是","荤素搭配","豉香咸辣","中餐;主食;自选;荤菜;素菜;高蛋白;高脂;高热量","风味餐厅三楼"
"干锅辣子鸡饭","580","25","24","15元","是","荤素搭配","麻辣干香","中餐;主食;自选;荤菜;素菜;干锅;高蛋白;高脂","风味餐厅三楼"
"蛋炒肉饭","550","18","18","14元","否","荤素搭配","蛋香咸鲜","中餐;主食;自选;荤菜;素菜","风味餐厅三楼"
"白斩鸡饭","510","28","12","15元","否","荤素搭配","鲜嫩清淡","中餐;主食;自选;荤菜;素菜;高蛋白","风味餐厅三楼"
"加肉","180","12","14","6元","否","加料","咸香","中餐;小吃;荤菜;加料;低热量","风味餐厅三楼"
"加蔬菜","45","1","2","3元","否","加料","清淡","中餐;小吃;素菜;加料;低热量","风味餐厅三楼"
"加鸡腿","160","14","10","3.5元/个","否","加料","卤香","中餐;小吃;荤菜;加料;低热量","风味餐厅三楼"
"石锅土豆条","420","6","14","12元","否","素菜","咸香软烂","中餐;素菜","风味餐厅三楼"
"石锅肉沫豆腐","380","16","22","12元","是","荤素搭配","酱香微辣","中餐;自选;荤菜;素菜;高脂","风味餐厅三楼"
"石锅焖面","460","12","10","12元","否","主食","咸鲜入味","中餐;主食;面食","风味餐厅三楼"
"石锅肉沫茄子","410","8","28","13元","否","荤素搭配","油润酱香","中餐;自选;荤菜;素菜;高脂","风味餐厅三楼"
"石锅肉沫鸡蛋","450","18","24","14元","否","荤素搭配","鲜香滑嫩","中餐;自选;蛋类;荤菜;素菜;高脂","风味餐厅三楼"
"石锅烤五花饭","680","22","38","16元","否","荤素搭配","焦香油润","中餐;主食;自选;荤菜;素菜;石锅饭;高蛋白;高脂;高热量","风味餐厅三楼"
"石锅水煮鸡片","520","28","16","16元","是","荤素搭配","麻辣鲜烫","中餐;自选;荤菜;素菜;高蛋白","风味餐厅三楼"
"石锅小鲜肉饭","580","20","24","16元","否","荤素搭配","咸鲜滑嫩","中餐;主食;自选;荤菜;素菜;石锅饭;高蛋白;高脂","风味餐厅三楼"
"石锅三样","540","18","20","14元","否","荤素搭配","酱香浓郁","中餐;自选;荤菜;素菜;高脂","风味餐厅三楼"
"石锅香菇焖鸡饭","560","26","18","16元","否","荤素搭配","鲜美浓郁","中餐;主食;自选;荤菜;素菜;石锅饭;高蛋白","风味餐厅三楼"
"石锅雪花鸡柳饭","610","22","22","16元","否","荤素搭配","酥脆咸香","中餐;主食;自选;荤菜;素菜;石锅饭;高蛋白;高脂","风味餐厅三楼"
"石锅红烧肉饭","690","20","42","16元","否","荤素搭配","咸甜浓郁","中餐;主食;自选;荤菜;素菜;烤肉饭;石锅饭;高蛋白;高脂;高热量","风味餐厅三楼"
"石锅香酥鸡饭","620","23","24","16元","否","荤素搭配","外酥里嫩","中餐;主食;自选;荤菜;素菜;石锅饭;高蛋白;高脂","风味餐厅三楼"
"石锅鱼","480","26","15","17元","是","荤素搭配","鲜辣开胃","中餐;自选;荤菜;素菜;高蛋白","风味餐厅三楼"
"石锅酸菜鱼","460","25","14","17元","是","荤素搭配","酸辣开胃","中餐;自选;荤菜;素菜;高蛋白","风味餐厅三楼"
"石锅小酥肉","580","18","26","16元","否","荤素搭配","酥脆咸香","中餐;自选;荤菜;素菜;高脂","风味餐厅三楼"
"石锅酸菜白肉","550","20","28","16元","是","荤素搭配","酸辣解腻","中餐;自选;荤菜;素菜;高蛋白;高脂","风味餐厅三楼"
"石锅肉片","530","22","22","16元","否","荤素搭配","酱香咸鲜","中餐;自选;荤菜;素菜;高蛋白;高脂","风味餐厅三楼"
"石锅加肉","180","12","14","6元","否","加料","咸香","中餐;小吃;荤菜;加料;低热量","风味餐厅三楼"
"石锅加菜","45","1","2","3元","否","加料","清淡","中餐;小吃;素菜;加料;低热量","风味餐厅三楼"
